Product,Brand,Product Code,Price,Inward Date,Dispatch Date,Quantity Sold,Sales,Mobile customer id,Customer Name,Customer Location,Region,Processor Specification,RAM,ROM,SSD,stock in inventory,Product segmentation
Mobile Phone,Redmi,869273AD,81063,21-06-2024,22-07-2024,1,81063,4032,Christopher Fritz,Richardsonshire,North,MediaTek Dimensity,32,512,N/A,31,Gaming phone
Mobile Phone,Apple,BF854BC4,160273,21-06-2024,02-08-2024,1,160273,315,Alexander Bird,South Darren,Central,Snapdragon 8 Gen,8,64,N/A,42,Mid range phone
Mobile Phone,Apple,ACB000AD,31922,21-06-2024,05-08-2024,7,223454,16989,Raymond Harvey,South Dennis,North,Samsung Exynos,6,64,N/A,45,Mid range phone
Mobile Phone,Realme,801B096D,189700,21-06-2024,09-07-2024,1,189700,8342,James Thomas,South Marissa,Central,Apple A-Series,6,64,N/A,18,Mid range phone
Mobile Phone,Lenovo,9DFD33B1,146699,21-06-2024,17-08-2024,8,1173592,19922,Tammy Ball,South Michael,West,Snapdragon 7s,32,64,N/A,57,Gaming phone
Mobile Phone,iQOO,CCA4AC99,72400,21-06-2024,13-08-2024,3,217200,20034,Tara Hernandez,South Nicholas,Central,Snapdragon 8 Gen,12,512,N/A,53,Mid range phone
Mobile Phone,Huawei,DAB426B0,23947,21-06-2024,23-06-2024,9,215523,11168,Karen Lewis,Timothyton,South,Snapdragon 8 Gen,6,64,N/A,2,Mid range phone
Mobile Phone,Nokia,157AA4F3,85883,21-06-2024,28-06-2024,1,85883,14920,Michael Martinez,Vincentview,North,Snapdragon 8 Gen,8,64,N/A,7,Mid range phone
Mobile Phone,Realme,2FE2F956,34816,21-06-2024,12-07-2024,8,278528,5044,Danielle Mccarty,West Williamfurt,East,Snapdragon 7 Gen,32,64,N/A,21,Gaming phone
Mobile Phone,Huawei,5F20BE2C,22796,22-06-2024,17-07-2024,5,113980,11307,Katherine Smith,Bradleyside,Central,Apple A-Series,12,64,N/A,25,Mid range phone
Mobile Phone,OnePlus,48A0277C,114202,22-06-2024,10-07-2024,9,1027818,11015,Justin Lawson,Bryanmouth,Central,MediaTek Helio,16,1028,N/A,18,High stroage phone
Mobile Phone,Motorola,8FB29485,29653,22-06-2024,11-08-2024,3,88959,7387,Gina Torres,Christopherville,North,Apple A-Series,16,64,N/A,50,Mid range phone
Mobile Phone,Nokia,1BF3E8BB,155847,22-06-2024,10-07-2024,8,1246776,5316,David Nunez,Colemanton,East,MediaTek Dimensity,32,1028,N/A,18,Gaming phone
Mobile Phone,Realme,76F635F3,139258,22-06-2024,27-07-2024,10,1392580,9798,Joel Reynolds,Danielsside,East,Snapdragon 7s,4,64,N/A,35,Preimum phone
Mobile Phone,Samsung,C976EFD0,92669,22-06-2024,06-08-2024,8,741352,1064,Andrea Summers,Graveschester,East,Snapdragon 8 Gen,4,256,N/A,45,Preimum phone
Mobile Phone,Nokia,D4BF0006,97288,22-06-2024,11-08-2024,4,389152,6525,Elizabeth Koch,Grayhaven,Central,Snapdragon 8 Gen,32,128,N/A,50,Gaming phone
Mobile Phone,Oppo,C943132D,171722,22-06-2024,27-07-2024,3,515166,17485,Robert Camacho,Kaylahaven,South,MediaTek Dimensity,32,256,N/A,35,Gaming phone
Mobile Phone,Motorola,ACAAECF4,8231,22-06-2024,02-08-2024,3,24693,18707,Sean Greene,Kimberlybury,Central,MediaTek Helio,4,128,N/A,41,Mid range phone
Mobile Phone,Huawei,36EFD188,168743,22-06-2024,15-08-2024,6,1012458,9921,John Johnson MD,Lake Brenda,East,Snapdragon 7 Gen,8,256,N/A,54,Preimum phone
Mobile Phone,Motorola,EA14580F,187337,22-06-2024,08-08-2024,1,187337,14299,Matthew Schmidt,Lake Christopher,West,Snapdragon 7 Gen,8,64,N/A,47,Mid range phone
Mobile Phone,Samsung,133A46D2,60782,22-06-2024,14-07-2024,5,303910,16884,Rachel Vazquez,Lake James,Central,Samsung Exynos,12,1028,N/A,22,High stroage phone
Mobile Phone,Lenovo,4EA6ADEA,46321,22-06-2024,31-07-2024,7,324247,16792,Rachael Banks,Lake John,East,MediaTek Helio,8,256,N/A,39,Mid range phone
Mobile Phone,Samsung,8.31E+89,158606,22-06-2024,18-07-2024,2,317212,17853,Ronald Jones,Lake Pamelachester,South,MediaTek Helio,4,1028,N/A,26,High stroage phone
Mobile Phone,Huawei,B33DCAE9,166331,22-06-2024,09-07-2024,1,166331,712,Amanda Medina,Lake Sherry,North,Apple A-Series,6,1028,N/A,17,High stroage phone
Mobile Phone,Nokia,BADDD266,43739,22-06-2024,21-08-2024,6,262434,4093,Christopher Mack,Leefort,East,Apple A-Series,4,1028,N/A,60,High stroage phone
Mobile Phone,Vivo,FDC97E26,36099,22-06-2024,04-08-2024,5,180495,1530,Anthony Davis,Margaretborough,West,Snapdragon 8 Gen,12,512,N/A,43,Mid range phone
Mobile Phone,iQOO,849D982C,90225,22-06-2024,16-07-2024,4,360900,21077,Tyler Stark,Markburgh,North,Snapdragon 7 Gen,32,512,N/A,24,Gaming phone
Mobile Phone,Redmi,8E40F5B9,182326,22-06-2024,21-07-2024,5,911630,8369,James Wilson,Maxbury,West,Apple A-Series,4,64,N/A,29,Preimum phone
Mobile Phone,Samsung,4B2A3144,158656,22-06-2024,21-08-2024,4,634624,7404,Glenn Douglas,Medinatown,East,Apple A-Series,32,256,N/A,60,Gaming phone
Mobile Phone,Samsung,2C3540CA,66478,22-06-2024,09-08-2024,6,398868,8125,James Callahan,North Aliciabury,East,Samsung Exynos,6,1028,N/A,48,High stroage phone
Mobile Phone,Nokia,CF8DB4B9,29656,22-06-2024,06-07-2024,9,266904,19419,Stephanie Riley,North Barbarastad,Central,MediaTek Dimensity,32,256,N/A,14,Gaming phone
Mobile Phone,OnePlus,A0E0EE9E,135370,22-06-2024,12-07-2024,9,1218330,20657,Tina Atkins,North Rebekah,East,Samsung Exynos,12,128,N/A,20,Preimum phone
Mobile Phone,Vivo,989AD7F3,119503,22-06-2024,29-07-2024,10,1195030,15587,Mr. Keith Martin,Pattonberg,North,Apple A-Series,16,256,N/A,37,Preimum phone
Mobile Phone,Lenovo,3B0712DF,158726,22-06-2024,21-07-2024,7,1111082,12573,Laura Clark,Peterchester,Central,MediaTek Helio,4,64,N/A,29,Preimum phone
Mobile Phone,iQOO,4B230418,48645,22-06-2024,23-06-2024,9,437805,15661,Mr. William Hill,Port Bettyburgh,North,Samsung Exynos,16,512,N/A,1,Mid range phone
Mobile Phone,Redmi,F22984DE,83111,22-06-2024,23-06-2024,10,831110,5819,Diana Dean,Port Jacqueline,Central,Samsung Exynos,4,128,N/A,1,Preimum phone
Mobile Phone,Vivo,9CDF3763,5437,22-06-2024,07-08-2024,5,27185,6275,Dustin Grant,Robertport,West,Apple A-Series,6,64,N/A,46,Mid range phone
Mobile Phone,iQOO,5C8F933A,48667,22-06-2024,09-07-2024,8,389336,19174,Sierra Mitchell,Roberttown,North,MediaTek Helio,16,512,N/A,17,Mid range phone
Mobile Phone,Samsung,4E5F9DAE,60480,22-06-2024,03-08-2024,5,302400,11403,Kathryn Kelley,Sharonland,North,Snapdragon 8 Gen,8,1028,N/A,42,High stroage phone
Mobile Phone,Sony,F6311B5B,108532,22-06-2024,28-07-2024,9,976788,8685,Jason Scott,Snyderton,East,Snapdragon 7s,4,64,N/A,36,Preimum phone
Mobile Phone,Samsung,7D582C1F,142848,22-06-2024,16-08-2024,4,571392,4352,Colin Russell,South Amandafort,Central,Snapdragon 8 Gen,6,256,N/A,55,Mid range phone
Mobile Phone,Redmi,EAE93F9D,27539,22-06-2024,25-06-2024,8,220312,728,Amanda Perez,South Charlesview,East,Snapdragon 7 Gen,12,1028,N/A,3,High stroage phone
Mobile Phone,Samsung,4BCAD28E,187597,22-06-2024,14-08-2024,5,937985,13104,Lisa Mccullough,South Mark,West,MediaTek Dimensity,12,64,N/A,53,Preimum phone
Mobile Phone,Vivo,543405A4,49890,22-06-2024,26-07-2024,10,498900,11462,Katie Boyer,Teresachester,West,Snapdragon 8 Gen,32,512,N/A,34,Gaming phone
Mobile Phone,Samsung,BE9B1DB3,72125,22-06-2024,18-08-2024,7,504875,2697,Brian Harris,Warnerhaven,East,Snapdragon 7 Gen,6,64,N/A,57,Mid range phone
Mobile Phone,Realme,BEE7B588,197970,22-06-2024,13-07-2024,3,593910,7715,Heather Schmidt,West Brianmouth,North,Samsung Exynos,8,256,N/A,21,Mid range phone
Mobile Phone,OnePlus,9DFD5EE4,135912,22-06-2024,25-07-2024,4,543648,17714,Robin Craig,West Maria,South,MediaTek Dimensity,4,512,N/A,33,Mid range phone
Mobile Phone,Apple,74AB981A,10214,22-06-2024,29-06-2024,6,61284,2320,Bradley Parks,West Markshire,North,Samsung Exynos,4,128,N/A,7,Mid range phone
Mobile Phone,Redmi,AE353F51,142530,22-06-2024,09-07-2024,3,427590,5934,Donald Green,West Reginaldmouth,West,MediaTek Dimensity,12,128,N/A,17,Mid range phone
Mobile Phone,Samsung,C85A0A7E,175522,22-06-2024,16-08-2024,6,1053132,21257,Victoria Aguirre,Wongside,West,Snapdragon 7s,4,128,N/A,55,Preimum phone
Mobile Phone,iQOO,FCF20E45,46636,23-06-2024,07-08-2024,8,373088,7908,Jack Horn,Baileyland,East,MediaTek Dimensity,8,128,N/A,45,Mid range phone
Mobile Phone,Motorola,6C4F1405,162194,23-06-2024,19-08-2024,8,1297552,15419,Monica Heath,Bartonport,North,MediaTek Dimensity,12,1028,N/A,57,Preimum phone
Mobile Phone,Huawei,9E794B74,52609,23-06-2024,11-07-2024,9,473481,3600,Charles Meyer,Billmouth,North,Apple A-Series,16,512,N/A,18,Mid range phone
Mobile Phone,Lenovo,B7C3CA60,103677,23-06-2024,06-07-2024,4,414708,16350,Patricia Bates,Bowmanbury,Central,Snapdragon 8 Gen,32,64,N/A,13,Gaming phone
Mobile Phone,Oppo,7A235E98,194543,23-06-2024,27-06-2024,6,1167258,11749,Kelsey Gonzales,Bryantport,South,Samsung Exynos,16,64,N/A,4,Preimum phone
Mobile Phone,Google,7D5AD2C8,186351,23-06-2024,13-08-2024,7,1304457,14854,Michael Harris,Changshire,North,MediaTek Dimensity,6,1028,N/A,51,Preimum phone
Mobile Phone,Sony,E8156164,99158,23-06-2024,26-06-2024,6,594948,19785,Susan Keller,Cherylmouth,East,Samsung Exynos,12,256,N/A,3,Mid range phone
Mobile Phone,Huawei,1C56E747,147025,23-06-2024,12-07-2024,4,588100,18719,Sean Lee,Craigmouth,Central,Snapdragon 7s,4,512,N/A,19,Mid range phone
Mobile Phone,Nokia,BC797093,50106,23-06-2024,18-07-2024,3,150318,19998,Tanya Casey,Davidfort,West,Snapdragon 8 Gen,32,1028,N/A,25,Gaming phone
Mobile Phone,Google,A8BA92EA,130582,23-06-2024,29-07-2024,5,652910,8757,Jeanne Woodard,Diazshire,Central,MediaTek Dimensity,12,256,N/A,36,Mid range phone
Mobile Phone,Vivo,7D6A0D91,153419,23-06-2024,15-07-2024,2,306838,6386,Edward Haynes,East Kristafort,North,MediaTek Dimensity,6,256,N/A,22,Mid range phone
Mobile Phone,OnePlus,E0546D30,61361,23-06-2024,01-07-2024,4,245444,3429,Catherine Hoffman,Floresshire,Central,Snapdragon 7 Gen,12,128,N/A,8,Mid range phone
Mobile Phone,Samsung,FCE1073A,122431,23-06-2024,11-07-2024,4,489724,5482,Deanna Madden,Gregoryland,West,Apple A-Series,8,256,N/A,18,Mid range phone
Mobile Phone,Redmi,9DEF643B,17982,23-06-2024,26-06-2024,9,161838,6222,Dr. Robin Jacobs MD,Lake Desiree,Central,Snapdragon 7 Gen,32,64,N/A,3,Gaming phone
Mobile Phone,Motorola,3F514A29,133547,23-06-2024,14-08-2024,3,400641,8258,James Mendoza,Lake Kathleenhaven,South,MediaTek Helio,32,512,N/A,52,Gaming phone
Mobile Phone,Motorola,6FB645DE,21458,23-06-2024,09-07-2024,9,193122,15202,Michelle Lewis,Lake Rachelside,East,Snapdragon 8 Gen,16,256,N/A,16,Mid range phone
Mobile Phone,Huawei,F8B1EB57,137854,23-06-2024,18-08-2024,5,689270,21208,Veronica Woods,New Kyle,North,Snapdragon 7 Gen,12,64,N/A,56,Mid range phone
Mobile Phone,Vivo,88DE7EA2,164354,23-06-2024,28-06-2024,6,986124,6361,Eduardo Quinn,New Lindastad,Central,Apple A-Series,32,1028,N/A,5,Gaming phone
Mobile Phone,Oppo,7AB39931,63415,23-06-2024,19-07-2024,10,634150,19334,Stephanie Campbell,North Kathy,East,Snapdragon 7 Gen,6,64,N/A,26,Mid range phone
Mobile Phone,Vivo,4A4D3948,117106,23-06-2024,16-08-2024,10,1171060,15426,Monica Jones,North Mackenzie,Central,MediaTek Dimensity,12,256,N/A,54,Preimum phone
Mobile Phone,Apple,EB2C631F,163041,23-06-2024,24-06-2024,9,1467369,6050,Donna White,Port Anthonyton,North,Snapdragon 8 Gen,4,64,N/A,1,Preimum phone
Mobile Phone,Lenovo,AAC066DA,178608,23-06-2024,16-08-2024,6,1071648,12449,Kyle Monroe,Rodriguezbury,West,Snapdragon 7s,32,512,N/A,54,Gaming phone
Mobile Phone,Lenovo,1FA54C67,65024,23-06-2024,10-07-2024,2,130048,14140,Matthew Bartlett,Ruizton,Central,Snapdragon 8 Gen,6,128,N/A,17,Mid range phone
Mobile Phone,Realme,823FD4AA,129416,23-06-2024,28-07-2024,4,517664,3421,Catherine Everett,Saundershaven,South,Snapdragon 7s,32,256,N/A,35,Gaming phone
Mobile Phone,OnePlus,D87AAD6E,186051,23-06-2024,18-07-2024,3,558153,10650,Joshua Hayes,Simmonschester,West,Snapdragon 7s,6,1028,N/A,25,High stroage phone
Mobile Phone,Nokia,77F677D4,53435,23-06-2024,09-08-2024,10,534350,11132,Karen Carlson,South Mariafurt,South,MediaTek Dimensity,32,512,N/A,47,Gaming phone
Mobile Phone,Samsung,48DB2869,197870,23-06-2024,20-08-2024,1,197870,21655,William Smith,Whitakerborough,South,Snapdragon 7 Gen,12,64,N/A,58,Mid range phone
Mobile Phone,Samsung,D89B3D28,64273,24-06-2024,08-07-2024,10,642730,14385,Megan Butler,Alexbury,East,Samsung Exynos,32,256,N/A,14,Gaming phone
Mobile Phone,Vivo,5D5F5185,190726,24-06-2024,05-08-2024,4,762904,14571,Melissa Crawford,Bartlettburgh,Central,MediaTek Helio,12,128,N/A,42,Preimum phone
Mobile Phone,Nokia,15E1C418,191443,24-06-2024,19-08-2024,9,1722987,4966,Daniel Small,Bowenmouth,North,Samsung Exynos,16,512,N/A,56,Preimum phone
Mobile Phone,OnePlus,DE45438D,151997,24-06-2024,11-08-2024,4,607988,247,Albert Cunningham,Burnston,West,Apple A-Series,16,1028,N/A,48,High stroage phone
Mobile Phone,Apple,1CF25721,129308,24-06-2024,07-08-2024,9,1163772,3642,Charles Wallace,Danielberg,South,Snapdragon 8 Gen,4,256,N/A,44,Preimum phone
Mobile Phone,Redmi,48E0D790,161409,24-06-2024,07-07-2024,2,322818,7411,Gloria Gutierrez,Danielmouth,West,Snapdragon 8 Gen,6,512,N/A,13,Mid range phone
Mobile Phone,Sony,EC2120B0,50751,24-06-2024,27-06-2024,9,456759,12689,Lauren Esparza,Davidfurt,North,Snapdragon 8 Gen,6,64,N/A,3,Mid range phone
Mobile Phone,Apple,7FBBDD19,129715,24-06-2024,19-08-2024,4,518860,16653,Peggy Perry,Davidstad,South,Samsung Exynos,16,256,N/A,56,Mid range phone
Mobile Phone,Samsung,31810484,28525,24-06-2024,15-08-2024,5,142625,20430,Thomas Warren,Davidville,Central,Snapdragon 7s,12,64,N/A,52,Mid range phone
Mobile Phone,Redmi,E056D640,12211,24-06-2024,16-08-2024,9,109899,12848,Leslie Avila,East Georgeville,North,Apple A-Series,12,1028,N/A,53,High stroage phone
Mobile Phone,Vivo,4A247744,185404,24-06-2024,18-08-2024,6,1112424,16240,Olivia Bray,East Marilynview,Central,Snapdragon 7s,12,256,N/A,55,Preimum phone
Mobile Phone,Sony,6771242A,34632,24-06-2024,23-08-2024,8,277056,19251,Stacey Tucker,Flemingfurt,East,Apple A-Series,12,64,N/A,60,Mid range phone
Mobile Phone,Realme,7992134,116483,24-06-2024,26-06-2024,6,698898,16434,Patrick Benitez,Harperland,North,Snapdragon 8 Gen,12,512,N/A,2,Mid range phone
Mobile Phone,Realme,A43939F1,177854,24-06-2024,04-08-2024,10,1778540,8639,Jason Lee,Heidiland,North,MediaTek Dimensity,6,64,N/A,41,Preimum phone
Mobile Phone,Samsung,51D03F01,35724,24-06-2024,05-08-2024,8,285792,8410,Jamie Mitchell,Jimmychester,North,Snapdragon 7 Gen,32,512,N/A,42,Gaming phone
Mobile Phone,Nokia,D04552CD,69487,24-06-2024,26-07-2024,7,486409,12876,Leslie Miles,Jonathanburgh,South,Snapdragon 7 Gen,8,1028,N/A,32,High stroage phone
Mobile Phone,Redmi,2E6F3867,175290,24-06-2024,04-07-2024,1,175290,5346,David Rice,Kyleborough,North,Snapdragon 8 Gen,6,64,N/A,10,Mid range phone
Mobile Phone,Nokia,39861FE9,114399,24-06-2024,10-07-2024,4,457596,15705,Mrs. Haley Berg,Lake Amberton,East,MediaTek Helio,8,64,N/A,16,Mid range phone
Mobile Phone,Redmi,76F410FA,119111,24-06-2024,19-07-2024,2,238222,1875,Ashley Ramirez,Lake Anthonyhaven,East,Snapdragon 7 Gen,16,64,N/A,25,Mid range phone
Mobile Phone,Apple,2600EBB8,178971,24-06-2024,03-07-2024,8,1431768,19875,Sylvia Harris,Millerborough,East,MediaTek Helio,16,1028,N/A,9,Preimum phone
Mobile Phone,Sony,0D646C4F,159959,24-06-2024,22-08-2024,3,479877,2757,Brian Rice,New Nicole,North,Snapdragon 8 Gen,32,512,N/A,59,Gaming phone
Mobile Phone,Apple,78E7CAC6,117569,24-06-2024,04-08-2024,10,1175690,13490,Marc Brooks,New Sheila,West,Samsung Exynos,12,512,N/A,41,Preimum phone
Mobile Phone,Samsung,61FA6568,115632,24-06-2024,18-07-2024,7,809424,8827,Jeffrey Dean,New Sheila,North,Snapdragon 7s,16,1028,N/A,24,High stroage phone
Mobile Phone,Realme,3BEFAE01,148667,24-06-2024,22-08-2024,9,1338003,6448,Elaine Rhodes,North Carlos,South,Snapdragon 7s,8,128,N/A,59,Preimum phone
Mobile Phone,Samsung,A8593B03,34847,24-06-2024,08-07-2024,6,209082,8739,Jay Vega,North Karen,South,MediaTek Helio,16,256,N/A,14,Mid range phone
Mobile Phone,Redmi,5291344E,150277,24-06-2024,21-07-2024,10,1502770,4112,Christopher Montgomery,Port Brittany,South,Snapdragon 8 Gen,16,64,N/A,27,Preimum phone
Mobile Phone,Motorola,61F45300,14497,24-06-2024,10-07-2024,3,43491,3590,Charles Keller,Port Gregport,South,Apple A-Series,16,256,N/A,16,Mid range phone
Mobile Phone,Redmi,33762F62,110648,24-06-2024,17-08-2024,7,774536,2245,Blake Kelly,Port Javiershire,West,MediaTek Dimensity,12,128,N/A,54,Preimum phone
Mobile Phone,Nokia,6F8BB275,106876,24-06-2024,05-08-2024,2,213752,3048,Bryan Silva Jr.,Port Sarafort,South,Samsung Exynos,16,128,N/A,42,Mid range phone
Mobile Phone,Realme,7.13E+05,74195,24-06-2024,11-08-2024,6,445170,21798,Zachary Roth,Rodneyside,South,Samsung Exynos,16,512,N/A,48,Mid range phone
Mobile Phone,Redmi,F0391E81,131948,24-06-2024,14-07-2024,6,791688,20428,Thomas Vance,Ruizton,East,Apple A-Series,4,1028,N/A,20,High stroage phone
Mobile Phone,Samsung,876D1319,100512,24-06-2024,11-07-2024,4,402048,7608,Hannah Smith,Sherylland,East,Snapdragon 7 Gen,16,1028,N/A,17,High stroage phone
Mobile Phone,Apple,B62EB13D,199352,24-06-2024,14-07-2024,1,199352,645,Amanda Bernard,South Corey,West,Samsung Exynos,6,1028,N/A,20,High stroage phone
Mobile Phone,Motorola,BF4FB461,192047,24-06-2024,19-07-2024,7,1344329,21534,William Clark,South Thomas,East,MediaTek Dimensity,4,256,N/A,25,Preimum phone
Mobile Phone,Oppo,5134F541,164018,24-06-2024,31-07-2024,4,656072,20856,Tracey Rivera,Stevensside,West,Snapdragon 7 Gen,8,1028,N/A,37,High stroage phone
Mobile Phone,Apple,EF9C145E,104177,24-06-2024,19-08-2024,9,937593,8995,Jennifer Cooper DVM,Victoriashire,East,Snapdragon 7s,32,512,N/A,56,Gaming phone
Mobile Phone,Realme,6E5C6FFF,62049,25-06-2024,17-08-2024,7,434343,18465,Sarah Gay,Chrishaven,West,MediaTek Helio,4,64,N/A,53,Mid range phone
Mobile Phone,Apple,6B76CD78,65518,25-06-2024,21-08-2024,3,196554,1061,Andrea Sims,Cobbstad,North,Snapdragon 7 Gen,16,64,N/A,57,Mid range phone
Mobile Phone,Samsung,C7EA04DF,77066,25-06-2024,22-07-2024,8,616528,20348,Thomas Hess,East Alexander,North,MediaTek Dimensity,32,64,N/A,27,Gaming phone
Mobile Phone,Realme,0F81B6B7,180492,25-06-2024,31-07-2024,6,1082952,5502,Debbie Evans,East Cassandra,East,MediaTek Helio,32,64,N/A,36,Gaming phone
Mobile Phone,Nokia,CCFE1874,102939,25-06-2024,09-07-2024,6,617634,5899,Dillon Smith,East Jonathan,West,MediaTek Dimensity,8,1028,N/A,14,High stroage phone
Mobile Phone,Redmi,4CDFC9B0,22121,25-06-2024,14-07-2024,1,22121,8519,Jared Mata,Erinborough,West,Apple A-Series,16,1028,N/A,19,High stroage phone
Mobile Phone,Motorola,F5EDD229,76206,25-06-2024,09-07-2024,5,381030,20393,Thomas Nunez,Gordonview,North,Apple A-Series,8,512,N/A,14,Mid range phone
Mobile Phone,Google,B8FF7E5A,155752,25-06-2024,05-07-2024,9,1401768,11128,Karen Brown,Jamesfort,North,MediaTek Helio,8,1028,N/A,10,Preimum phone
Mobile Phone,Samsung,255FBA29,96533,25-06-2024,10-07-2024,4,386132,3556,Charles Daniel,Jeremyberg,South,MediaTek Helio,6,1028,N/A,15,High stroage phone
Mobile Phone,Realme,D37CE492,141550,25-06-2024,15-07-2024,7,990850,7850,Hunter Roberts,Johnfort,South,Snapdragon 7 Gen,16,256,N/A,20,Preimum phone
Mobile Phone,Google,29E0F9AD,126869,25-06-2024,06-07-2024,10,1268690,7221,Garrett Smith,Josephshire,South,Apple A-Series,16,64,N/A,11,Preimum phone
Mobile Phone,Apple,EB588EBD,51739,25-06-2024,22-08-2024,6,310434,11774,Kenneth Baker,Joshuaton,South,MediaTek Dimensity,12,256,N/A,58,Mid range phone
Mobile Phone,iQOO,78B17674,82053,25-06-2024,29-06-2024,3,246159,15339,Miss Kimberly Williamson,Kathleenberg,North,MediaTek Dimensity,12,512,N/A,4,Mid range phone
Mobile Phone,Realme,5AB8920B,139590,25-06-2024,30-07-2024,7,977130,6015,Donna Lewis,Lake Adrienneberg,Central,Snapdragon 8 Gen,8,512,N/A,35,Preimum phone
Mobile Phone,Vivo,8D9758A3,20246,25-06-2024,29-06-2024,8,161968,11372,Kathleen Simpson,Lake Richardhaven,North,Apple A-Series,8,128,N/A,4,Mid range phone
Mobile Phone,Nokia,34277818,28918,25-06-2024,11-08-2024,1,28918,17531,Robert Griffin,Maryfurt,East,Apple A-Series,4,1028,N/A,47,High stroage phone
Mobile Phone,Sony,38514972,96911,25-06-2024,18-08-2024,2,193822,8241,James Martin,New Deborah,South,Snapdragon 8 Gen,12,512,N/A,54,Mid range phone
Mobile Phone,Vivo,0D94142B,70625,25-06-2024,22-07-2024,1,70625,900,Amy Harrison,Norrisshire,East,Apple A-Series,8,512,N/A,27,Mid range phone
Mobile Phone,Nokia,10EA7E63,49894,25-06-2024,08-07-2024,9,449046,15576,Mr. Joseph Grant,North Hollyview,South,Samsung Exynos,4,1028,N/A,13,High stroage phone
Mobile Phone,Samsung,37130EC6,43960,25-06-2024,14-08-2024,3,131880,13546,Marcus Parker,North Katherine,East,MediaTek Dimensity,12,1028,N/A,50,High stroage phone
Mobile Phone,Apple,39FDE009,108187,25-06-2024,17-08-2024,10,1081870,14116,Mary Wilson,North Rebecca,North,Snapdragon 8 Gen,16,256,N/A,53,Preimum phone
Mobile Phone,Google,10AA2A2A,98620,25-06-2024,13-08-2024,4,394480,15428,Monica Kelley,North Rebeccamouth,Central,MediaTek Dimensity,16,64,N/A,49,Mid range phone
Mobile Phone,Vivo,91A406F8,113935,25-06-2024,22-07-2024,9,1025415,17950,Russell Davis,Ortizland,East,MediaTek Helio,8,64,N/A,27,Preimum phone
Mobile Phone,Samsung,A286D3D0,119655,25-06-2024,06-08-2024,8,957240,20585,Timothy Johnson,Port Christine,East,MediaTek Helio,16,128,N/A,42,Preimum phone
Mobile Phone,Motorola,98AAB6E3,47977,25-06-2024,14-08-2024,2,95954,8231,James Lewis,Port Melissaville,South,MediaTek Helio,8,1028,N/A,50,High stroage phone
Mobile Phone,iQOO,94E9AE0D,95331,25-06-2024,25-07-2024,5,476655,9456,Jessica Gonzalez,Rogersstad,Central,Snapdragon 8 Gen,32,64,N/A,30,Gaming phone
Mobile Phone,Samsung,00E53BB2,104166,25-06-2024,17-07-2024,10,1041660,10439,Joseph Fischer,South Jennifer,East,Snapdragon 7 Gen,12,1028,N/A,22,High stroage phone
Mobile Phone,Realme,49170748,154521,25-06-2024,23-08-2024,5,772605,13175,Lisa Wolfe,Stephenville,West,Apple A-Series,8,128,N/A,59,Preimum phone
Mobile Phone,Nokia,50E0F9B5,122357,25-06-2024,24-07-2024,1,122357,21471,Wesley Johnson,Taylorburgh,North,MediaTek Dimensity,16,1028,N/A,29,High stroage phone
Mobile Phone,OnePlus,0D2BAAE2,45477,25-06-2024,26-07-2024,5,227385,6568,Elizabeth Thomas,Thomasborough,North,MediaTek Dimensity,32,256,N/A,31,Gaming phone
Mobile Phone,Vivo,B5013AC6,16637,25-06-2024,22-07-2024,9,149733,20640,Timothy Torres,West April,South,Snapdragon 7s,32,128,N/A,27,Gaming phone
Mobile Phone,iQOO,168E9538,132871,25-06-2024,22-07-2024,7,930097,3187,Carla Lawson,West Juliebury,West,Snapdragon 7s,6,256,N/A,27,Preimum phone
Mobile Phone,Vivo,7B6250A8,43501,26-06-2024,07-07-2024,10,435010,3465,Cathy Cruz,Angelaburgh,Central,MediaTek Helio,16,1028,N/A,11,High stroage phone
Mobile Phone,Samsung,B8F3F475,168233,26-06-2024,09-07-2024,2,336466,4844,Daniel Coleman,Ashleystad,South,MediaTek Dimensity,4,64,N/A,13,Mid range phone
Mobile Phone,iQOO,CE8F6C90,45205,26-06-2024,09-07-2024,10,452050,1053,Andrea Rivera,Benjaminstad,South,Samsung Exynos,12,256,N/A,13,Mid range phone
Mobile Phone,Vivo,35E87A42,21675,26-06-2024,02-07-2024,10,216750,14024,Mary Hamilton,Brownland,East,MediaTek Dimensity,12,128,N/A,6,Mid range phone
Mobile Phone,Vivo,B2FFA652,145301,26-06-2024,06-08-2024,1,145301,13013,Lisa Alexander,Hoganborough,East,Snapdragon 8 Gen,6,256,N/A,41,Mid range phone
Mobile Phone,Nokia,582F6C3E,96176,26-06-2024,27-06-2024,4,384704,17704,Robin Barr,Huntville,North,Apple A-Series,12,256,N/A,1,Mid range phone
Mobile Phone,Vivo,FF09424D,81425,26-06-2024,05-08-2024,7,569975,13747,Marisa Lewis,Jakeburgh,East,Snapdragon 7s,16,1028,N/A,40,High stroage phone
Mobile Phone,Apple,32F55459,166539,26-06-2024,01-08-2024,6,999234,16735,Philip Mcclain,Lake Aaronview,North,Samsung Exynos,12,1028,N/A,36,High stroage phone
Mobile Phone,Nokia,72353C29,77553,26-06-2024,19-07-2024,7,542871,11804,Kenneth Frye,Lake Rebecca,North,Samsung Exynos,32,256,N/A,23,Gaming phone
